date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,has_shootout,shootout_winner,goalscorers_rows,penalty_goals_count,own_goals_count,fixture_id,league_id,season,source,home_team_norm,away_team_norm,home_rank_position,home_rank_points,away_rank_position,away_rank_points,rank_points_diff
2023-03-26,New Zealand,China,2.0,1.0,Friendlies,,,,False,,0,0,0,1012335,10,2023,api_football,New Zealand,China,85.0,1279.25,,,
2023-03-26,Fiji,Solomon Islands,0.0,2.0,Friendlies,,,,False,,0,0,0,1014509,10,2023,api_football,Fiji,Solomon Islands,155.0,1029.7,152.0,1039.86,-10.159999999999854
2023-03-26,Mação,Singapore,0.0,1.0,Friendlies,,,,False,,0,0,0,1016625,10,2023,api_football,Mao,Singapore,,,148.0,1050.35,
2023-03-26,Russia,Iraq,2.0,0.0,Friendlies,,,,False,,0,0,0,1013397,10,2023,api_football,Russia,Iraq,36.0,1524.52,58.0,1436.94,87.57999999999993
2023-03-27,FYR Macedonia,Faroe Islands,1.0,0.0,Friendlies,,,,False,,0,0,0,991103,10,2023,api_football,FYR Macedonia,Faroe Islands,,,125.0,1135.42,
2023-03-27,Greece,Lithuania,0.0,0.0,Friendlies,,,,False,,0,0,0,988668,10,2023,api_football,Greece,Lithuania,46.0,1480.38,146.0,1056.34,424.0400000000002
2023-03-27,Lebanon,Oman,0.0,2.0,Friendlies,,,,False,,0,0,0,1012374,10,2023,api_football,Lebanon,Oman,109.0,1187.96,78.0,1313.46,-125.5
2023-03-28,Chile,Paraguay,3.0,2.0,Friendlies,,,,False,,0,0,0,1012340,10,2023,api_football,Chile,Paraguay,55.0,1457.84,40.0,1501.5,-43.66000000000008
2023-03-28,Australia,Ecuador,1.0,2.0,Friendlies,,,,False,,0,0,0,1012341,10,2023,api_football,Australia,Ecuador,27.0,1574.01,23.0,1591.73,-17.720000000000027
2023-03-28,Bangladesh,Seychelles,0.0,1.0,Friendlies,,,,False,,0,0,0,1017025,10,2023,api_football,Bangladesh,Seychelles,180.0,911.1,203.0,805.33,105.76999999999998
2023-03-28,Japan,Colombia,1.0,2.0,Friendlies,,,,False,,0,0,0,1012342,10,2023,api_football,Japan,Colombia,19.0,1650.12,13.0,1701.3,-51.180000000000064
2023-03-28,South Korea,Uruguay,1.0,2.0,Friendlies,,,,False,,0,0,0,1012337,10,2023,api_football,Korea Republic,Uruguay,22.0,1599.45,17.0,1672.62,-73.16999999999985
2023-03-28,Nepal,Bhutan,1.0,1.0,Friendlies,,,,False,,0,0,0,1012378,10,2023,api_football,Nepal,Bhutan,182.0,902.52,192.0,867.86,34.65999999999997
2023-03-28,India,Kyrgyzstan,2.0,0.0,Friendlies,,,,False,,0,0,0,1012363,10,2023,api_football,India,Kyrgyzstan,141.0,1079.52,,,
2023-03-28,Indonesia,Burundi,2.0,2.0,Friendlies,,,,False,,0,0,0,1014505,10,2023,api_football,Indonesia,Burundi,122.0,1144.73,145.0,1060.22,84.50999999999999
2023-03-28,Malaysia,Hong Kong,2.0,0.0,Friendlies,,,,False,,0,0,0,1012377,10,2023,api_football,Malaysia,Hong Kong,121.0,1145.89,,,
2023-03-28,Armenia,Cyprus,2.0,2.0,Friendlies,,,,False,,0,0,0,984807,10,2023,api_football,Armenia,Cyprus,105.0,1196.08,128.0,1128.5,67.57999999999993
2023-03-28,Iran,Kenya,2.0,1.0,Friendlies,,,,False,,0,0,0,1015106,10,2023,api_football,IR Iran,Kenya,20.0,1617.02,113.0,1179.54,437.48
2023-03-28,United Arab Emirates,Thailand,2.0,0.0,Friendlies,,,,False,,0,0,0,1012338,10,2023,api_football,United Arab Emirates,Thailand,68.0,1370.47,96.0,1243.27,127.20000000000005
2023-03-28,Uzbekistan,Venezuela,1.0,1.0,Friendlies,,,,False,,0,0,0,1012343,10,2023,api_football,Uzbekistan,Venezuela,52.0,1462.03,50.0,1465.22,-3.1900000000000546
2023-03-28,Bahrain,Palestine,1.0,0.0,Friendlies,,,,False,,0,0,0,1012375,10,2023,api_football,Bahrain,Palestine,90.0,1258.53,95.0,1244.73,13.799999999999955
2023-03-28,Jordan,Philippines,4.0,0.0,Friendlies,,,,False,,0,0,0,1014510,10,2023,api_football,Jordan,Philippines,64.0,1388.93,136.0,1090.95,297.98
2023-03-28,Germany,Belgium,2.0,3.0,Friendlies,,,,False,,0,0,0,1012344,10,2023,api_football,Germany,Belgium,10.0,1724.15,9.0,1730.71,-6.559999999999945
2023-03-28,Saudi Arabia,Bolivia,1.0,2.0,Friendlies,,,,False,,0,0,0,1012345,10,2023,api_football,Saudi Arabia,Bolivia,61.0,1429.48,77.0,1327.67,101.80999999999995
2023-03-28,Kuwait,Tajikistan,2.0,1.0,Friendlies,,,,False,,0,0,0,1012376,10,2023,api_football,Kuwait,Tajikistan,135.0,1105.1,100.0,1224.93,-119.83000000000015
2023-03-28,Morocco,Peru,0.0,0.0,Friendlies,,,,False,,0,0,0,1012346,10,2023,api_football,Morocco,Peru,8.0,1736.56,53.0,1461.46,275.0999999999999
2023-03-28,Argentina,Curaçao,7.0,0.0,Friendlies,,,,False,,0,0,0,1012339,10,2023,api_football,Argentina,Curaao,2.0,1873.33,81.0,1302.7,570.6299999999999
2023-03-31,Nepal,Laos,2.0,1.0,Friendlies,,,,False,,0,0,0,1019897,10,2023,api_football,Nepal,Laos,182.0,902.52,190.0,871.16,31.360000000000014
2023-04-20,United States,Mexico,1.0,1.0,Friendlies,,,,False,,0,0,0,1015107,10,2023,api_football,USA,Mexico,15.0,1681.88,16.0,1675.75,6.130000000000109
2023-06-08,Mexico,Guatemala,2.0,0.0,Friendlies,,,,False,,0,0,0,1028629,10,2023,api_football,Mexico,Guatemala,16.0,1675.75,94.0,1245.77,429.98
2023-06-09,Slovakia U18,Czech Republic U18,2.0,3.0,Friendlies,,,,False,,0,0,0,1035620,10,2023,api_football,Slovakia U18,Czech Republic U18,,,,,
2023-06-09,Norway U18,England U18,2.0,2.0,Friendlies,,,,False,,0,0,0,1035621,10,2023,api_football,Norway U18,England U18,,,,,
2023-06-09,Lebanon,Vanuatu,3.0,1.0,Friendlies,,,,False,,0,0,0,1035557,10,2023,api_football,Lebanon,Vanuatu,109.0,1187.96,160.0,997.01,190.95000000000005
2023-06-09,India,Mongolia,2.0,0.0,Friendlies,,,,False,,0,0,0,1035558,10,2023,api_football,India,Mongolia,141.0,1079.52,185.0,879.75,199.76999999999998
2023-06-09,Portugal U18,Australia U18,4.0,2.0,Friendlies,,,,False,,0,0,0,1035622,10,2023,api_football,Portugal U18,Australia U18,,,,,
2023-06-09,Luxembourg,Malta,0.0,1.0,Friendlies,,,,False,,0,0,0,1020352,10,2023,api_football,Luxembourg,Malta,102.0,1218.91,161.0,996.59,222.32000000000005
2023-06-11,Panama,Nicaragua,3.0,2.0,Friendlies,,,,False,,0,0,0,1028632,10,2023,api_football,Panama,Nicaragua,33.0,1540.43,131.0,1116.86,423.57000000000016
2023-06-11,Mexico,Cameroon,2.0,2.0,Friendlies,,,,False,,0,0,0,1028633,10,2023,api_football,Mexico,Cameroon,16.0,1675.75,45.0,1482.39,193.3599999999999
2023-06-11,England U18,Australia U18,3.0,2.0,Friendlies,,,,False,,0,0,0,1035623,10,2023,api_football,England U18,Australia U18,,,,,
2023-06-11,Mauritius,Pakistan,3.0,0.0,Friendlies,,,,False,,0,0,0,1028667,10,2023,api_football,Mauritius,Pakistan,176.0,915.51,199.0,833.16,82.35000000000002
2023-06-11,Uzbekistan U23,Kyrgyz Republic U23,1.0,0.0,Friendlies,,,,False,,0,0,0,1035559,10,2023,api_football,Uzbekistan U23,Kyrgyz Republic U23,,,,,
2023-06-11,Portugal U18,Norway U18,5.0,0.0,Friendlies,,,,False,,0,0,0,1035624,10,2023,api_football,Portugal U18,Norway U18,,,,,
2023-06-11,Trinidad and Tobago,Guatemala,1.0,0.0,Friendlies,,,,False,,0,0,0,1035560,10,2023,api_football,Trinidad and Tobago,Guatemala,97.0,1227.32,94.0,1245.77,-18.450000000000045
2023-06-11,Chile,Cuba,3.0,0.0,Friendlies,,,,False,,0,0,0,1028631,10,2023,api_football,Chile,Cuba,55.0,1457.84,166.0,980.49,477.3499999999999
2023-06-12,Kuwait,Zambia,3.0,0.0,Friendlies,,,,False,,0,0,0,1034553,10,2023,api_football,Kuwait,Zambia,135.0,1105.1,91.0,1256.69,-151.59000000000015
2023-06-12,Mongolia,Lebanon,0.0,0.0,Friendlies,,,,False,,0,0,0,1035561,10,2023,api_football,Mongolia,Lebanon,185.0,879.75,109.0,1187.96,-308.21000000000004
2023-06-12,India,Vanuatu,1.0,0.0,Friendlies,,,,False,,0,0,0,1035562,10,2023,api_football,India,Vanuatu,141.0,1079.52,160.0,997.01,82.50999999999999
2023-06-12,Oman U23,Lebanon U23,1.0,0.0,Friendlies,,,,False,,0,0,0,1035563,10,2023,api_football,Oman U23,Lebanon U23,,,,,
2023-06-12,Germany,Ukraine,3.0,3.0,Friendlies,,,,False,,0,0,0,1028635,10,2023,api_football,Germany,Ukraine,10.0,1724.15,30.0,1557.47,166.68000000000006
2023-06-12,Palestine U23,Syria U23,1.0,0.0,Friendlies,,,,False,,0,0,0,1035564,10,2023,api_football,Palestine U23,Syria U23,,,,,
2023-06-12,Iraq U23,Jordan U23,2.0,2.0,Friendlies,,,,False,,0,0,0,1035565,10,2023,api_football,Iraq U23,Jordan U23,,,,,
2023-06-12,Morocco,Cape Verde,0.0,0.0,Friendlies,,,,False,,0,0,0,1028636,10,2023,api_football,Morocco,Cabo Verde,8.0,1736.56,67.0,1370.49,366.06999999999994
2023-06-12,Trinidad and Tobago,Guatemala,1.0,0.0,Friendlies,,,,False,,0,0,0,1028664,10,2023,api_football,Trinidad and Tobago,Guatemala,97.0,1227.32,94.0,1245.77,-18.450000000000045
2023-06-13,Australia U18,Norway U18,2.0,1.0,Friendlies,,,,False,,0,0,0,1035625,10,2023,api_football,Australia U18,Norway U18,,,,,
2023-06-13,Slovenia U18,Poland U18,1.0,0.0,Friendlies,,,,False,,0,0,0,1035626,10,2023,api_football,Slovenia U18,Poland U18,,,,,
2023-06-13,Poland U16,Norway U16,3.0,1.0,Friendlies,,,,False,,0,0,0,1035627,10,2023,api_football,Poland U16,Norway U16,,,,,
2023-06-13,Portugal U18,England U18,0.0,0.0,Friendlies,,,,False,,0,0,0,1035629,10,2023,api_football,Portugal U18,England U18,,,,,
2023-06-13,Curaçao,Puerto Rico,0.0,0.0,Friendlies,,,,False,,0,0,0,1035567,10,2023,api_football,Curaao,Puerto Rico,81.0,1302.7,156.0,1020.07,282.63
2023-06-13,Puerto Rico,Curaçao,0.0,0.0,Friendlies,,,,False,,0,0,0,1034555,10,2023,api_football,Puerto Rico,Curaao,156.0,1020.07,81.0,1302.7,-282.63
2023-06-14,Mozambique,Malawi,1.0,1.0,Friendlies,,,,False,,0,0,0,1034556,10,2023,api_football,Mozambique,Malawi,101.0,1224.31,126.0,1133.75,90.55999999999995
2023-06-14,Romania U17,Austria U17,3.0,0.0,Friendlies,,,,False,,0,0,0,1035568,10,2023,api_football,Romania U17,Austria U17,,,,,
2023-06-14,Latvia U19,Lithuania U19,3.0,0.0,Friendlies,,,,False,,0,0,0,1035569,10,2023,api_football,Latvia U19,Lithuania U19,,,,,
2023-06-14,Kenya,Pakistan,1.0,0.0,Friendlies,,,,False,,0,0,0,1028637,10,2023,api_football,Kenya,Pakistan,113.0,1179.54,199.0,833.16,346.38
2023-06-14,Pakistan,Kenya,0.0,1.0,Friendlies,,,,False,,0,0,0,1035570,10,2023,api_football,Pakistan,Kenya,199.0,833.16,113.0,1179.54,-346.38
2023-06-14,Indonesia,Palestine,0.0,0.0,Friendlies,,,,False,,0,0,0,1016623,10,2023,api_football,Indonesia,Palestine,122.0,1144.73,95.0,1244.73,-100.0
2023-06-14,Netherlands U21,Japan U22,0.0,0.0,Friendlies,,,,False,,0,0,0,1035630,10,2023,api_football,Netherlands U21,Japan U22,,,,,
2023-06-14,Malaysia,Solomon Islands,4.0,1.0,Friendlies,,,,False,,0,0,0,1028668,10,2023,api_football,Malaysia,Solomon Islands,121.0,1145.89,152.0,1039.86,106.0300000000002
2023-06-14,Togo,Lesotho,2.0,0.0,Friendlies,,,,False,,0,0,0,1034557,10,2023,api_football,Togo,Lesotho,124.0,1140.35,143.0,1065.97,74.37999999999988
2023-06-14,Mauritius,Djibouti,1.0,3.0,Friendlies,,,,False,,0,0,0,1035571,10,2023,api_football,Mauritius,Djibouti,176.0,915.51,196.0,847.03,68.48000000000002
2023-06-14,Djibouti,Mauritius,3.0,1.0,Friendlies,,,,False,,0,0,0,1028671,10,2023,api_football,Djibouti,Mauritius,196.0,847.03,176.0,915.51,-68.48000000000002
2023-06-14,UAE U23,Jordan U23,1.0,2.0,Friendlies,,,,False,,0,0,0,1035572,10,2023,api_football,UAE U23,Jordan U23,,,,,
2023-06-14,DR Congo,Uganda,1.0,0.0,Friendlies,,,,False,,0,0,0,1034558,10,2023,api_football,Congo DR,Uganda,48.0,1468.22,88.0,1264.08,204.1400000000001
2023-06-14,Finland U19,Estonia U19,2.0,1.0,Friendlies,,,,False,,0,0,0,1035573,10,2023,api_football,Finland U19,Estonia U19,,,,,
2023-06-14,Albania U19,Kosovo U19,1.0,0.0,Friendlies,,,,False,,0,0,0,1035574,10,2023,api_football,Albania U19,Kosovo U19,,,,,
2023-06-14,Iran U23,Syria U23,3.0,1.0,Friendlies,,,,False,,0,0,0,1035575,10,2023,api_football,Iran U23,Syria U23,,,,,
2023-06-14,Yemen U23,Oman U23,0.0,3.0,Friendlies,,,,False,,0,0,0,1035576,10,2023,api_football,Yemen U23,Oman U23,,,,,
2023-06-14,Uruguay,Nicaragua,4.0,1.0,Friendlies,,,,False,,0,0,0,1028640,10,2023,api_football,Uruguay,Nicaragua,17.0,1672.62,131.0,1116.86,555.76
2023-06-15,Poland U16,Norway U16,2.0,1.0,Friendlies,,,,False,,0,0,0,1035631,10,2023,api_football,Poland U16,Norway U16,,,,,
2023-06-15,China PR U23,Korea Republic U23,1.0,3.0,Friendlies,,,,False,,0,0,0,1035577,10,2023,api_football,China PR U23,Korea Republic U23,,,,,
2023-06-15,Japan,El Salvador,6.0,0.0,Friendlies,,,,False,,0,0,0,1028641,10,2023,api_football,Japan,El Salvador,19.0,1650.12,99.0,1226.65,423.4699999999998
2023-06-15,Philippines,Nepal,1.0,0.0,Friendlies,,,,False,,0,0,0,1029582,10,2023,api_football,Philippines,Nepal,136.0,1090.95,182.0,902.52,188.43000000000006
2023-06-15,Vanuatu,Mongolia,1.0,0.0,Friendlies,,,,False,,0,0,0,1035578,10,2023,api_football,Vanuatu,Mongolia,160.0,997.01,185.0,879.75,117.25999999999999
2023-06-15,Argentina,Australia,2.0,0.0,Friendlies,,,,False,,0,0,0,1028642,10,2023,api_football,Argentina,Australia,2.0,1873.33,27.0,1574.01,299.31999999999994
2023-06-15,Cambodia,Bangladesh,0.0,1.0,Friendlies,,,,False,,0,0,0,1028669,10,2023,api_football,Cambodia,Bangladesh,179.0,911.54,180.0,911.1,0.4399999999999409
2023-06-15,Vietnam,Hong Kong,1.0,0.0,Friendlies,,,,False,,0,0,0,1028670,10,2023,api_football,Vietnam,Hong Kong,108.0,1189.51,,,
2023-06-15,Tajikistan U23,Hong Kong U23,1.0,1.0,Friendlies,,,,False,,0,0,0,1035579,10,2023,api_football,Tajikistan U23,Hong Kong U23,,,,,
2023-06-15,India,Lebanon,0.0,0.0,Friendlies,,,,False,,0,0,0,1035580,10,2023,api_football,India,Lebanon,141.0,1079.52,109.0,1187.96,-108.44000000000005
2023-06-15,Belarus U21,Russia U20,5.0,1.0,Friendlies,,,,False,,0,0,0,1035632,10,2023,api_football,Belarus U21,Russia U20,,,,,
2023-06-15,Bulgaria U18,Austria U18,1.0,0.0,Friendlies,,,,False,,0,0,0,1035633,10,2023,api_football,Bulgaria U18,Austria U18,,,,,
2023-06-15,North Macedonia U21,Armenia U21,1.0,1.0,Friendlies,,,,False,,0,0,0,1035581,10,2023,api_football,North Macedonia U21,Armenia U21,,,,,
2023-06-15,Egypt U23,Ghana U23,1.0,1.0,Friendlies,,,,False,,0,0,0,1035582,10,2023,api_football,Egypt U23,Ghana U23,,,,,
2023-06-15,Bulgaria U21,Montenegro U21,1.0,0.0,Friendlies,,,,False,,0,0,0,1035585,10,2023,api_football,Bulgaria U21,Montenegro U21,,,,,
2023-06-15,Poland U21,Finland U21,1.0,1.0,Friendlies,,,,False,,0,0,0,1035584,10,2023,api_football,Poland U21,Finland U21,,,,,
2023-06-15,Slovakia U21,Hungary U21,0.0,1.0,Friendlies,,,,False,,0,0,0,1035583,10,2023,api_football,Slovakia U21,Hungary U21,,,,,
2023-06-15,Jamaica,Qatar,1.0,2.0,Friendlies,,,,False,,0,0,0,1028639,10,2023,api_football,Jamaica,Qatar,70.0,1362.46,56.0,1454.96,-92.5
2023-06-15,Georgia U21,Cyprus U21,2.0,0.0,Friendlies,,,,False,,0,0,0,1035587,10,2023,api_football,Georgia U21,Cyprus U21,,,,,
2023-06-15,Scotland U21,Norway U21,0.0,0.0,Friendlies,,,,False,,0,0,0,1035586,10,2023,api_football,Scotland U21,Norway U21,,,,,
2023-06-15,Kuwait,Sudan,2.0,1.0,Friendlies,,,,False,,0,0,0,1035588,10,2023,api_football,Kuwait,Sudan,135.0,1105.1,117.0,1157.22,-52.12000000000012
2023-06-15,Wales U18,Norway U19,0.0,1.0,Friendlies,,,,False,,0,0,0,1035635,10,2023,api_football,Wales U18,Norway U19,,,,,
2023-06-15,Israel U21,Belgium U21,0.0,2.0,Friendlies,,,,False,,0,0,0,1035589,10,2023,api_football,Israel U21,Belgium U21,,,,,
2023-06-16,Venezuela,Honduras,1.0,0.0,Friendlies,,,,False,,0,0,0,1028638,10,2023,api_football,Venezuela,Honduras,50.0,1465.22,65.0,1379.54,85.68000000000006
2023-06-16,Costa Rica,Guatemala,0.0,1.0,Friendlies,,,,False,,0,0,0,1028644,10,2023,api_football,Costa Rica,Guatemala,51.0,1464.24,94.0,1245.77,218.47000000000003
2023-06-16,Romania U17,Austria U17,2.0,2.0,Friendlies,,,,False,,0,0,0,1035590,10,2023,api_football,Romania U17,Austria U17,,,,,
2023-06-16,Albania U19,Kosovo U19,0.0,0.0,Friendlies,,,,False,,0,0,0,1035636,10,2023,api_football,Albania U19,Kosovo U19,,,,,
2023-06-16,Estonia U19,Latvia U19,6.0,2.0,Friendlies,,,,False,,0,0,0,1035591,10,2023,api_football,Estonia U19,Latvia U19,,,,,
2023-06-16,China,Myanmar,4.0,0.0,Friendlies,,,,False,,0,0,0,1028643,10,2023,api_football,China,Myanmar,,,163.0,990.81,
2023-06-16,China U22,Uzbekistan U23,1.0,3.0,Friendlies,,,,False,,0,0,0,1035637,10,2023,api_football,China U22,Uzbekistan U23,,,,,
2023-06-16,South Korea,Peru,0.0,1.0,Friendlies,,,,False,,0,0,0,1028645,10,2023,api_football,Korea Republic,Peru,22.0,1599.45,53.0,1461.46,137.99
2023-06-16,Chinese Taipei,Thailand,2.0,2.0,Friendlies,,,,False,,0,0,0,1021904,10,2023,api_football,Chinese Taipei,Thailand,174.0,938.21,96.0,1243.27,-305.05999999999995
2023-06-16,Singapore,Papua New Guinea,2.0,2.0,Friendlies,,,,False,,0,0,0,1029484,10,2023,api_football,Singapore,Papua New Guinea,148.0,1050.35,170.0,974.9,75.44999999999993
2023-06-16,Azerbaijan U19,Georgia U19,2.0,1.0,Friendlies,,,,False,,0,0,0,1035592,10,2023,api_football,Azerbaijan U19,Georgia U19,,,,,
2023-06-16,Bulgaria U16,Austria U16,0.0,3.0,Friendlies,,,,False,,0,0,0,1035638,10,2023,api_football,Bulgaria U16,Austria U16,,,,,
2023-06-16,Romania U18,North Macedonia U18,1.0,1.0,Friendlies,,,,False,,0,0,0,1035639,10,2023,api_football,Romania U18,North Macedonia U18,,,,,
2023-06-16,Lebanon U23,Yemen U23,1.0,2.0,Friendlies,,,,False,,0,0,0,1035593,10,2023,api_football,Lebanon U23,Yemen U23,,,,,
2023-06-16,Finland U19,Lithuania U19,3.0,2.0,Friendlies,,,,False,,0,0,0,1035594,10,2023,api_football,Finland U19,Lithuania U19,,,,,
2023-06-16,Austria U21,Iceland U21,3.0,1.0,Friendlies,,,,False,,0,0,0,1035595,10,2023,api_football,Austria U21,Iceland U21,,,,,
2023-06-16,Germany U21,Switzerland U21,3.0,1.0,Friendlies,,,,False,,0,0,0,1035596,10,2023,api_football,Germany U21,Switzerland U21,,,,,
2023-06-16,Ukraine U21,Republic of Ireland U21,2.0,2.0,Friendlies,,,,False,,0,0,0,1035597,10,2023,api_football,Ukraine U21,Republic of Ireland U21,,,,,
2023-06-16,France U21,Mexico U20,1.0,0.0,Friendlies,,,,False,,0,0,0,1035598,10,2023,api_football,France U21,Mexico U20,,,,,
2023-06-16,Palestine U23,Iran U23,1.0,1.0,Friendlies,,,,False,,0,0,0,1035599,10,2023,api_football,Palestine U23,Iran U23,,,,,
2023-06-16,Sweden,New Zealand,4.0,1.0,Friendlies,,,,False,,0,0,0,1012347,10,2023,api_football,Sweden,New Zealand,42.0,1487.13,85.0,1279.25,207.8800000000001
2023-06-16,Serbia,Jordan,3.0,2.0,Friendlies,,,,False,,0,0,0,1028646,10,2023,api_football,Serbia,Jordan,39.0,1506.34,64.0,1388.93,117.40999999999985
2023-06-16,Poland,Germany,1.0,0.0,Friendlies,,,,False,,0,0,0,1028647,10,2023,api_football,Poland,Germany,34.0,1532.04,10.0,1724.15,-192.11000000000013
2023-06-16,Iraq U23,UAE U23,3.0,0.0,Friendlies,,,,False,,0,0,0,1035600,10,2023,api_football,Iraq U23,UAE U23,,,,,
2023-06-16,Colombia,Iraq,1.0,0.0,Friendlies,,,,False,,0,0,0,1028648,10,2023,api_football,Colombia,Iraq,13.0,1701.3,58.0,1436.94,264.3599999999999
2023-06-17,Chile,Dominican Republic,5.0,0.0,Friendlies,,,,False,,0,0,0,1028649,10,2023,api_football,Chile,Dominican Republic,55.0,1457.84,142.0,1077.49,380.3499999999999
2023-06-17,Djibouti,Pakistan,3.0,1.0,Friendlies,,,,False,,0,0,0,1035602,10,2023,api_football,Djibouti,Pakistan,196.0,847.03,199.0,833.16,13.870000000000005
2023-06-17,Pakistan,Djibouti,1.0,3.0,Friendlies,,,,False,,0,0,0,1028672,10,2023,api_football,Pakistan,Djibouti,199.0,833.16,196.0,847.03,-13.870000000000005
2023-06-17,Turkey U21,Azerbaijan U21,1.0,0.0,Friendlies,,,,False,,0,0,0,1035603,10,2023,api_football,Turkey U21,Azerbaijan U21,,,,,
2023-06-17,Brazil,Guinea,4.0,1.0,Friendlies,,,,False,,0,0,0,1028928,10,2023,api_football,Brazil,Guinea,5.0,1760.46,80.0,1307.05,453.4100000000001
2023-06-17,Ecuador,Bolivia,1.0,0.0,Friendlies,,,,False,,0,0,0,1028651,10,2023,api_football,Ecuador,Bolivia,23.0,1591.73,77.0,1327.67,264.05999999999995
2023-06-18,Lithuania U18,Estonia U18,2.0,1.0,Friendlies,,,,False,,0,0,0,1037604,10,2023,api_football,Lithuania U18,Estonia U18,,,,,
2023-06-18,Bulgaria U18,Austria U18,0.0,1.0,Friendlies,,,,False,,0,0,0,1035660,10,2023,api_football,Bulgaria U18,Austria U18,,,,,
2023-06-18,Scotland U21,Norway U21,1.0,1.0,Friendlies,,,,False,,0,0,0,1035605,10,2023,api_football,Scotland U21,Norway U21,,,,,
2023-06-18,Latvia U18,Finland U18,2.0,2.0,Friendlies,,,,False,,0,0,0,1035640,10,2023,api_football,Latvia U18,Finland U18,,,,,
2023-06-18,Mauritius,Kenya,1.0,0.0,Friendlies,,,,False,,0,0,0,1028652,10,2023,api_football,Mauritius,Kenya,176.0,915.51,113.0,1179.54,-264.03
2023-06-18,Singapore,Solomon Islands,1.0,1.0,Friendlies,,,,False,,0,0,0,1029485,10,2023,api_football,Singapore,Solomon Islands,148.0,1050.35,152.0,1039.86,10.490000000000009
2023-06-18,India,Lebanon,2.0,0.0,Friendlies,,,,False,,0,0,0,1035661,10,2023,api_football,India,Lebanon,141.0,1079.52,109.0,1187.96,-108.44000000000005
2023-06-18,Belarus U19,Georgia U19,2.0,0.0,Friendlies,,,,False,,0,0,0,1035607,10,2023,api_football,Belarus U19,Georgia U19,,,,,
2023-06-18,Romania U18,North Macedonia U18,3.0,0.0,Friendlies,,,,False,,0,0,0,1035641,10,2023,api_football,Romania U18,North Macedonia U18,,,,,
2023-06-18,Wales U18,Norway U19,2.0,2.0,Friendlies,,,,False,,0,0,0,1035642,10,2023,api_football,Wales U18,Norway U19,,,,,
2023-06-18,Paraguay,Nicaragua,2.0,0.0,Friendlies,,,,False,,0,0,0,1028650,10,2023,api_football,Paraguay,Nicaragua,40.0,1501.5,131.0,1116.86,384.6400000000001
2023-06-18,Iran U23,Jordan U23,0.0,0.0,Friendlies,,,,False,,0,0,0,1036535,10,2023,api_football,Iran U23,Jordan U23,,,,,
2023-06-18,Torpedo Zhodino,Russia U21,1.0,0.0,Friendlies,,,,False,,0,0,0,1035608,10,2023,api_football,Torpedo Zhodino,Russia U21,,,,,
2023-06-18,Egypt,South Sudan,3.0,0.0,Friendlies,,,,False,,0,0,0,1031231,10,2023,api_football,Egypt,South Sudan,31.0,1556.72,168.0,977.5,579.22
2023-06-18,Iraq U23,Oman U23,1.0,0.0,Friendlies,,,,False,,0,0,0,1036536,10,2023,api_football,Iraq U23,Oman U23,,,,,
2023-06-18,Venezuela,Guatemala,1.0,0.0,Friendlies,,,,False,,0,0,0,1028653,10,2023,api_football,Venezuela,Guatemala,50.0,1465.22,94.0,1245.77,219.45000000000005
2023-06-19,Mação,Myanmar,0.0,2.0,Friendlies,,,,False,,0,0,0,1028673,10,2023,api_football,Mao,Myanmar,,,163.0,990.81,
2023-06-19,China U22,Uzbekistan U23,1.0,2.0,Friendlies,,,,False,,0,0,0,1035644,10,2023,api_football,China U22,Uzbekistan U23,,,,,
2023-06-19,Philippines,Chinese Taipei,2.0,3.0,Friendlies,,,,False,,0,0,0,1029583,10,2023,api_football,Philippines,Chinese Taipei,136.0,1090.95,174.0,938.21,152.74
2023-06-19,China PR U23,Korea Republic U23,1.0,0.0,Friendlies,,,,False,,0,0,0,1035611,10,2023,api_football,China PR U23,Korea Republic U23,,,,,
2023-06-19,Jamaica,Jordan,1.0,2.0,Friendlies,,,,False,,0,0,0,1028665,10,2023,api_football,Jamaica,Jordan,70.0,1362.46,64.0,1388.93,-26.470000000000027
2023-06-19,Hong Kong,Thailand,0.0,1.0,Friendlies,,,,False,,0,0,0,1021697,10,2023,api_football,Hong Kong,Thailand,,,96.0,1243.27,
2023-06-19,Indonesia,Argentina,0.0,2.0,Friendlies,,,,False,,0,0,0,1028654,10,2023,api_football,Indonesia,Argentina,122.0,1144.73,2.0,1873.33,-728.5999999999999
2023-06-19,Tajikistan U23,Hong Kong U23,2.0,1.0,Friendlies,,,,False,,0,0,0,1035610,10,2023,api_football,Tajikistan U23,Hong Kong U23,,,,,
2023-06-19,Republic of Ireland U21,Kuwait U22,3.0,0.0,Friendlies,,,,False,,0,0,0,1035645,10,2023,api_football,Republic of Ireland U21,Kuwait U22,,,,,
2023-06-19,Hungary U21,Iceland U21,0.0,1.0,Friendlies,,,,False,,0,0,0,1035612,10,2023,api_football,Hungary U21,Iceland U21,,,,,
2023-06-19,Montenegro U21,Poland U21,1.0,2.0,Friendlies,,,,False,,0,0,0,1035613,10,2023,api_football,Montenegro U21,Poland U21,,,,,
2023-06-20,Japan,Peru,4.0,1.0,Friendlies,,,,False,,0,0,0,1028656,10,2023,api_football,Japan,Peru,19.0,1650.12,53.0,1461.46,188.65999999999985
